,# AUTORIZACION,FECHA PROGRAMACIÓN DE SERVICIO,HORA PROGRAMACIÓN SERVICIO,DEPARTAMENTO
43223,6349366,2026-04-12,2:00:00,ANTIOQUIA
43224,6349369,2026-04-12,4:30:00,VALLE DEL CAUCA
43225,6349367,2026-04-12,1:45:00,CUNDINAMARCA
43226,6349370,2026-04-12,2:15:00,CUNDINAMARCA
43228,6349371,2026-04-12,2:10:00,CUNDINAMARCA
43230,6349374,2026-04-12,2:00:00,ANTIOQUIA
43231,6349375,2026-04-12,2:30:00,ANTIOQUIA
43233,6349379,2026-04-12,2:10:00,ANTIOQUIA
43234,6349385,2026-04-12,2:30:00,CUNDINAMARCA
43235,6349388,2026-04-12,2:00:00,CUNDINAMARCA
43236,6349381,2026-04-12,2:30:00,CUNDINAMARCA
43237,6349355,2026-04-12,2:00:00,CUNDINAMARCA
43238,6349384,2026-04-12,3:10:00,ANTIOQUIA
43239,6349389,2026-04-12,2:30:00,ANTIOQUIA
43242,6349386,2026-04-12,2:15:00,ANTIOQUIA
43245,6349392,2026-04-12,2:30:00,CUNDINAMARCA
43249,6349387,2026-04-12,3:30:00,CUNDINAMARCA
43250,6349396,2026-04-12,4:00:00,CUNDINAMARCA
43251,6349401,2026-04-12,4:05:00,VALLE DEL CAUCA
43253,6349403,2026-04-12,5:00:00,CUNDINAMARCA
43255,6349404,2026-04-12,2:35:00,ANTIOQUIA
43256,6349406,2026-04-12,3:00:00,VALLE DEL CAUCA
43258,6349410,2026-04-12,3:00:00,CUNDINAMARCA
43260,6349408,2026-04-12,2:40:00,ANTIOQUIA
43261,6349412,2026-04-12,3:00:00,VALLE DEL CAUCA
43263,6349416,2026-04-12,2:45:00,CUNDINAMARCA
43266,634913,2026-04-12,3:00:00,CUNDINAMARCA
43267,6349419,2026-04-12,4:20:00,ANTIOQUIA
43268,6349415,2026-04-12,3:15:00,CUNDINAMARCA
43269,6349423,2026-04-12,3:15:00,ANTIOQUIA
43270,6349424,2026-04-12,4:00:00,ANTIOQUIA
43271,6349425,2026-04-12,3:30:00,CUNDINAMARCA
43272,6349427,2026-04-12,5:00:00,ANTIOQUIA
43273,6349426,2026-04-12,4:00:00,CUNDINAMARCA
43275,6349430,2026-04-12,3:45:00,ANTIOQUIA
43276,6349431,2026-04-12,3:45:00,ANTIOQUIA
43277,6349433,2026-04-12,4:00:00,CUNDINAMARCA
43278,6349435,2026-04-12,4:10:00,CUNDINAMARCA
43279,6349437,2026-04-12,4:25:00,VALLE DEL CAUCA
43280,6349438,2026-04-12,6:00:00,CUNDINAMARCA
43281,6349439,2026-04-12,3:55:00,VALLE DEL CAUCA
43282,6349440,2026-04-12,4:30:00,VALLE DEL CAUCA
43284,6349444,2026-04-12,2:00:00,CUNDINAMARCA
43286,6349447,2026-04-12,4:40:00,CUNDINAMARCA
43291,6349453,2026-04-12,4:00:00,ANTIOQUIA
43293,634,2026-04-12,4:00:00,ANTIOQUIA
43294,6349462,2026-04-12,4:00:00,ANTIOQUIA
43299,6349476,2026-04-12,18:00:00,CUNDINAMARCA
43300,6349478,2026-04-12,9:30:00,ANTIOQUIA
43303,6349481,2026-04-12,11:00:00,VALLE DEL CAUCA
43304,6349485,2026-04-12,13:00:00,CUNDINAMARCA
43307,6349490,2026-04-12,19:30:00,VALLE DEL CAUCA
43311,6349497,2026-04-12,12:55:00,ANTIOQUIA
43317,6349511,2026-04-12,19:00:00,ANTIOQUIA
43318,6349509,2026-04-12,13:00:00,CUNDINAMARCA
43338,6349556,2026-04-13,6:45:00,CUNDINAMARCA
43345,6349572,2026-04-12,19:00:00,VALLE DEL CAUCA
43346,6349577,2026-04-12,21:00:00,CUNDINAMARCA
43349,6349583,2026-04-19,2:00:00,ANTIOQUIA
43350,6349585,2026-04-12,17:30:00,CUNDINAMARCA
43367,6349616,2026-04-12,16:05:00,CUNDINAMARCA
43385,6349655,2026-04-12,19:00:00,CUNDINAMARCA
43388,6349556,2026-04-13,6:45:00,CUNDINAMARCA
43396,6349677,2026-04-12,18:45:00,CUNDINAMARCA
43406,6349704,2026-04-12,19:30:00,ANTIOQUIA
43408,6349706,2026-04-12,18:30:00,CUNDINAMARCA
43409,6349707,2026-04-13,7:00:00,ANTIOQUIA
43413,6349718,2026-04-13,10:00:00,CUNDINAMARCA
43423,6349736,2026-04-13,9:30:00,ANTIOQUIA
43447,6349782,2026-04-13,2:15:00,VALLE DEL CAUCA
43451,6349790,2026-04-12,20:20:00,CUNDINAMARCA
43453,6349792,2026-04-12,23:15:00,ANTIOQUIA
43479,6349847,2026-04-12,22:00:00,CUNDINAMARCA
43495,6349887,2026-04-13,1:30:00,VALLE DEL CAUCA
43497,6349706,2026-04-12,20:00:00,CUNDINAMARCA
43501,6349897,2026-04-13,0:00:00,CUNDINAMARCA
43504,6349902,2026-04-13,1:30:00,VALLE DEL CAUCA
43513,6349931,2026-04-13,0:45:00,ANTIOQUIA
43533,6349966,2026-04-13,2:30:00,ANTIOQUIA
43542,6349992,2026-04-13,3:35:00,ANTIOQUIA
43695,6350370,2026-04-13,18:00:00,CUNDINAMARCA
43698,6350387,2026-04-18,2:30:00,CUNDINAMARCA
43783,6350683,2026-04-13,21:30:00,CUNDINAMARCA
43908,6351111,2026-04-14,20:55:00,CUNDINAMARCA
43940,6351190,2026-04-14,5:30:00,ANTIOQUIA
43956,6351233,2026-04-14,4:30:00,CUNDINAMARCA
43966,6351263,2026-04-14,7:45:00,CUNDINAMARCA
43970,6351276,2026-04-14,5:20:00,ANTIOQUIA
44051,6351498,2026-04-16,12:00:00,CUNDINAMARCA
44105,6351702,2026-04-15,8:30:00,CUNDINAMARCA
44155,6351866,2026-04-16,10:00:00,VALLE DEL CAUCA
44165,6351905,2026-04-16,18:00:00,VALLE DEL CAUCA
44168,6351936,2026-04-14,17:30:00,CUNDINAMARCA
44189,6351982,2026-04-15,8:00:00,CUNDINAMARCA
44190,6351990,2026-04-19,0:00:00,CUNDINAMARCA
44191,6351974,2026-04-14,20:45:00,CUNDINAMARCA
44199,6352024,2026-04-15,8:00:00,CUNDINAMARCA
44273,6352352,2026-04-14,21:00:00,CUNDINAMARCA
44278,6352369,2026-04-14,20:35:00,CUNDINAMARCA
44308,6352484,2026-04-14,21:45:00,ANTIOQUIA
44322,6352536,2026-04-15,12:30:00,CUNDINAMARCA
44360,6352619,2026-04-15,1:30:00,ANTIOQUIA
44365,6352634,2026-04-15,7:45:00,CUNDINAMARCA
44366,6352636,2026-04-19,1:00:00,CUNDINAMARCA
44369,6352643,2026-04-15,15:00:00,CUNDINAMARCA
44388,6352667,2026-04-15,5:15:00,ANTIOQUIA
44471,6352850,2026-04-15,14:00:00,VALLE DEL CAUCA
44475,6352867,2026-04-20,9:00:00,ANTIOQUIA
44481,6352895,2026-04-15,22:15:00,CUNDINAMARCA
44482,6352893,2026-04-17,6:00:00,CUNDINAMARCA
44537,6353108,2026-04-15,16:30:00,CUNDINAMARCA
44561,6353176,2026-02-15,22:00:00,ANTIOQUIA
44565,6353194,2026-04-15,18:00:00,CUNDINAMARCA
44594,6353291,2026-04-15,21:00:00,CUNDINAMARCA
44595,6353293,2026-04-15,17:00:00,CUNDINAMARCA
44600,6353303,2026-04-16,1:00:00,CUNDINAMARCA
44634,6353408,2026-04-18,6:30:00,ANTIOQUIA
44636,6353418,2026-04-18,13:30:00,ANTIOQUIA
44639,6353425,2026-04-15,19:00:00,CUNDINAMARCA
44644,6353452,2026-04-15,18:30:00,CUNDINAMARCA
44662,6353534,2026-04-15,19:00:00,CUNDINAMARCA
44664,6353533,2026-04-16,17:40:00,CUNDINAMARCA
44684,6353625,2026-04-15,22:00:00,ANTIOQUIA
44692,6353643,2026-04-19,9:40:00,CUNDINAMARCA
44694,6353624,2026-04-15,21:00:00,ANTIOQUIA
44695,6353650,2026-04-19,13:20:00,CUNDINAMARCA
44704,6353680,2026-04-15,22:00:00,CUNDINAMARCA
44710,6353686,2026-04-15,22:00:00,CUNDINAMARCA
44711,6353693,2026-04-15,22:30:00,CUNDINAMARCA
44727,6353713,2026-04-18,9:30:00,VALLE DEL CAUCA
44733,6353748,2026-04-16,7:05:00,CUNDINAMARCA
44736,6353746,2026-04-16,8:30:00,CUNDINAMARCA
44746,6353769,2026-04-15,19:30:00,CUNDINAMARCA
44751,6353780,2026-04-15,23:10:00,ANTIOQUIA
44760,6353804,2026-04-16,0:00:00,CUNDINAMARCA
44763,6353811,2026-04-16,6:15:00,CUNDINAMARCA
44794,6353879,2026-04-16,1:15:00,ANTIOQUIA
44819,6353948,2026-04-16,5:10:00,CUNDINAMARCA
44837,6353985,2026-04-17,23:30:00,CUNDINAMARCA
44840,6353987,2026-04-16,17:15:00,VALLE DEL CAUCA
44886,6354095,2026-04-19,1:00:00,CUNDINAMARCA
44895,6354127,2026-04-16,16:00:00,CUNDINAMARCA
44931,6354215,2026-04-16,14:30:00,CUNDINAMARCA
44948,6354260,2026-04-16,15:30:00,CUNDINAMARCA
44962,6354297,2026-04-17,2:30:00,ANTIOQUIA
44992,6354414,2026-04-17,2:45:00,VALLE DEL CAUCA
44993,6354412,2026-04-16,17:00:00,VALLE DEL CAUCA
45022,6354496,2026-04-17,14:15:00,VALLE DEL CAUCA
45040,6554497,2026-04-16,16:00:00,CUNDINAMARCA
45043,6354564,2026-04-17,8:30:00,CUNDINAMARCA
45052,6354598,2026-04-16,22:00:00,CUNDINAMARCA
45067,6354648,2026-04-16,21:00:00,CUNDINAMARCA
45094,6354778,2026-04-19,0:00:00,ANTIOQUIA
45095,6354749,2026-04-16,23:15:00,ANTIOQUIA
45097,6354785,2026-04-18,3:00:00,CUNDINAMARCA
45100,6354782,2026-04-16,21:30:00,ANTIOQUIA
45104,6354783,2026-04-16,23:00:00,CUNDINAMARCA
45110,6354803,2026-04-16,22:20:00,CUNDINAMARCA
45114,6354811,2026-04-17,6:20:00,CUNDINAMARCA
45124,6354821,2026-04-16,22:30:00,ANTIOQUIA
45129,6354824,2026-04-16,22:00:00,VALLE DEL CAUCA
45131,6354831,2026-04-18,1:30:00,CUNDINAMARCA
45137,6354861,2026-04-16,22:05:00,CUNDINAMARCA
45139,6354858,2026-04-16,22:30:00,CUNDINAMARCA
45141,6354866,2026-04-16,22:30:00,CUNDINAMARCA
45143,6354870,2026-04-17,1:30:00,CUNDINAMARCA
45156,6354912,2026-04-16,23:00:00,ANTIOQUIA
45157,6354907,2026-04-16,23:30:00,CUNDINAMARCA
45158,6354919,2026-04-17,0:25:00,CUNDINAMARCA
45159,6354924,2026-04-16,23:30:00,CUNDINAMARCA
45160,6354910,2026-04-16,23:00:00,CUNDINAMARCA
45162,6354916,2026-04-17,1:00:00,CUNDINAMARCA
45163,6354915,2026-04-17,10:30:00,CUNDINAMARCA
45164,6354920,2026-04-18,0:30:00,CUNDINAMARCA
45166,6354935,2026-04-16,23:30:00,CUNDINAMARCA
45167,6354929,2026-04-16,23:30:00,CUNDINAMARCA
45176,6354956,2026-04-17,9:45:00,ANTIOQUIA
45179,6354955,2026-04-16,23:45:00,VALLE DEL CAUCA
45184,6354962,2026-04-17,1:30:00,CUNDINAMARCA
45186,6354969,2026-04-17,0:15:00,ANTIOQUIA
45193,6354984,2026-04-17,8:00:00,ANTIOQUIA
45195,6354992,2026-04-17,2:30:00,CUNDINAMARCA
45198,6354998,2026-04-17,12:30:00,CUNDINAMARCA
45202,6355004,2026-04-17,1:00:00,CUNDINAMARCA
45229,6355060,2026-04-17,3:00:00,CUNDINAMARCA
45232,6355057,2026-04-17,2:15:00,CUNDINAMARCA
45234,6355067,2026-04-17,7:00:00,CUNDINAMARCA
45242,6355080,2026-04-18,23:30:00,CUNDINAMARCA
45244,6355074,2026-04-17,3:30:00,CUNDINAMARCA
45272,6355135,2026-04-18,2:30:00,VALLE DEL CAUCA
45337,6355275,2026-04-17,14:00:00,CUNDINAMARCA
45346,6355281,2026-04-17,17:00:00,ANTIOQUIA
45347,6355286,2026-04-18,23:00:00,CUNDINAMARCA
45375,6355369,2026-04-17,22:00:00,ANTIOQUIA
45382,6355415,2026-04-17,18:00:00,CUNDINAMARCA
45404,6355468,2026-04-17,15:30:00,CUNDINAMARCA
45409,6355486,2026-04-17,21:00:00,VALLE DEL CAUCA
45428,6355520,2026-04-17,19:30:00,CUNDINAMARCA
45430,6355551,2026-04-17,16:30:00,CUNDINAMARCA
45440,6355555,2026-04-18,7:00:00,CUNDINAMARCA
45441,6355575,2026-04-17,23:00:00,ANTIOQUIA
45446,6355601,2026-04-18,0:00:00,CUNDINAMARCA
45464,6355646,2026-04-18,1:00:00,ANTIOQUIA
45467,6355637,2026-04-18,2:00:00,CUNDINAMARCA
45478,6355684,2026-04-19,19:35:00,ANTIOQUIA
45483,6355694,2026-04-17,19:30:00,CUNDINAMARCA
45486,6355699,2026-04-17,17:40:00,CUNDINAMARCA
45495,6355713,2026-04-17,18:00:00,ANTIOQUIA
45497,6355716,2026-04-17,18:00:00,CUNDINAMARCA
45506,6355727,2026-04-18,2:00:00,ANTIOQUIA
45513,6355750,2026-04-18,2:15:00,CUNDINAMARCA
45519,6355769,2026-04-19,0:01:00,CUNDINAMARCA
45524,6355778,2026-04-26,2:15:00,ANTIOQUIA
45526,6355760,2026-04-18,1:30:00,ANTIOQUIA
45530,6355783,2026-04-17,21:30:00,CUNDINAMARCA
45534,6355789,2026-04-19,0:01:00,ANTIOQUIA
45544,6355824,2026-04-19,0:30:00,CUNDINAMARCA
45546,6355825,2026-04-18,3:30:00,CUNDINAMARCA
45551,6355851,2026-04-18,0:01:00,CUNDINAMARCA
45555,6355869,2026-04-18,1:00:00,CUNDINAMARCA
45572,6355914,2026-04-18,3:10:00,VALLE DEL CAUCA
45574,6355919,2026-04-17,22:30:00,ANTIOQUIA
45579,6355928,2026-04-17,23:00:00,ANTIOQUIA
45582,6355940,2026-04-17,21:00:00,CUNDINAMARCA
45584,6355947,2026-04-19,1:00:00,CUNDINAMARCA
45601,6356008,2026-04-18,16:00:00,ANTIOQUIA
45607,6356002,2026-04-17,21:15:00,CUNDINAMARCA
45608,6356020,2026-04-18,0:50:00,CUNDINAMARCA
45612,6356012,2026-04-17,23:30:00,ANTIOQUIA
45616,6356044,2026-04-17,21:15:00,CUNDINAMARCA
45618,6356046,2026-04-18,2:00:00,CUNDINAMARCA
45627,6356062,2026-04-18,2:00:00,ANTIOQUIA
45629,6356069,2026-04-18,1:30:00,ANTIOQUIA
45631,6356070,2026-04-17,22:00:00,CUNDINAMARCA
45635,6356081,2026-04-17,22:00:00,VALLE DEL CAUCA
45638,6356075,2026-04-19,1:00:00,ANTIOQUIA
45640,6356091,2026-04-18,0:30:00,CUNDINAMARCA
45642,6356087,2026-04-17,22:00:00,ANTIOQUIA
45647,6356098,2026-04-19,5:30:00,CUNDINAMARCA
45651,6356103,2026-04-17,21:55:00,ANTIOQUIA
45655,6356109,2026-04-18,3:00:00,CUNDINAMARCA
45659,6356118,2026-04-18,2:00:00,ANTIOQUIA
45665,6356128,2026-04-18,0:00:00,ANTIOQUIA
45668,6356131,2026-04-18,1:00:00,VALLE DEL CAUCA
45669,6356135,2026-04-17,22:40:00,CUNDINAMARCA
45671,6356137,2026-04-18,4:30:00,CUNDINAMARCA
45672,6356136,2026-04-17,23:40:00,CUNDINAMARCA
45675,6356142,2026-04-17,23:05:00,CUNDINAMARCA
45676,6356144,2026-04-18,3:00:00,CUNDINAMARCA
45677,6356151,2026-04-18,3:00:00,VALLE DEL CAUCA
45681,6356162,2026-04-17,23:00:00,CUNDINAMARCA
45689,6356176,2026-04-17,23:05:00,CUNDINAMARCA
45692,6356172,2026-04-18,2:15:00,ANTIOQUIA
45694,6356178,2026-04-18,1:00:00,ANTIOQUIA
45695,6356184,2026-04-17,23:55:00,CUNDINAMARCA
45697,6356183,2026-04-18,0:33:00,CUNDINAMARCA
45699,6356189,2026-04-18,1:05:00,CUNDINAMARCA
45700,6356195,2026-04-18,2:00:00,CUNDINAMARCA
45703,6356193,2026-04-18,1:30:00,CUNDINAMARCA
45704,6356202,2026-04-17,23:25:00,ANTIOQUIA
45706,6356200,2026-04-18,0:00:00,CUNDINAMARCA
45707,6356203,2026-04-18,1:30:00,VALLE DEL CAUCA
45708,6356206,2026-04-17,23:55:00,CUNDINAMARCA
45709,6356205,2026-04-18,0:15:00,ANTIOQUIA
45713,6356209,2026-04-17,23:55:00,CUNDINAMARCA
45714,6356211,2026-04-17,23:45:00,CUNDINAMARCA
45715,6356220,2026-04-18,2:00:00,CUNDINAMARCA
45716,6356221,2026-04-18,0:00:00,CUNDINAMARCA
45718,6356222,2026-04-18,0:00:00,ANTIOQUIA
45723,6356229,2026-04-17,23:55:00,CUNDINAMARCA
45724,6356232,2026-04-18,3:15:00,VALLE DEL CAUCA
45727,6356235,2026-04-18,0:15:00,ANTIOQUIA
45728,6356210,2026-04-18,0:30:00,CUNDINAMARCA
45729,6356238,2026-04-18,2:20:00,ANTIOQUIA
45732,6356212,2026-04-18,2:00:00,CUNDINAMARCA
45733,6356244,2026-04-18,2:00:00,CUNDINAMARCA
45735,6356213,2026-04-18,3:00:00,CUNDINAMARCA
45736,6356252,2026-04-18,1:20:00,ANTIOQUIA
45737,6356242,2026-04-18,0:30:00,CUNDINAMARCA
45738,6356255,2026-04-18,0:40:00,CUNDINAMARCA
45739,6356254,2026-04-18,1:00:00,CUNDINAMARCA
45740,6356253,2026-04-18,1:00:00,CUNDINAMARCA
45741,6356257,2026-04-18,1:20:00,CUNDINAMARCA
45742,3138886337,2026-04-18,2:45:00,CUNDINAMARCA
45744,6356060,2026-04-18,0:30:00,CUNDINAMARCA
45745,6356261,2026-04-18,1:00:00,CUNDINAMARCA
45746,6356262,2026-04-18,0:20:00,CUNDINAMARCA
45748,6356263,2026-04-18,4:00:00,CUNDINAMARCA
45749,6356266,2026-04-18,0:30:00,VALLE DEL CAUCA
45750,6356267,2026-04-18,0:45:00,CUNDINAMARCA
45755,6356277,2026-04-18,1:00:00,ANTIOQUIA
45757,6356270,2026-04-18,1:00:00,ANTIOQUIA
45760,6356288,2026-04-18,2:30:00,VALLE DEL CAUCA
45764,6356296,2026-04-18,1:15:00,ANTIOQUIA
45768,6356301,2026-04-18,2:30:00,ANTIOQUIA
45770,6356210,2026-04-18,0:30:00,CUNDINAMARCA
45771,6356309,2026-04-18,2:00:00,ANTIOQUIA
45773,6356301,2026-04-18,3:00:00,CUNDINAMARCA
45775,6356314,2026-04-18,1:30:00,CUNDINAMARCA
45778,6356318,2026-04-18,2:30:00,VALLE DEL CAUCA
45780,6356319,2026-04-18,2:00:00,CUNDINAMARCA
45781,6356315,2026-04-18,23:45:00,CUNDINAMARCA
45782,6356320,2026-04-18,2:30:00,ANTIOQUIA
45784,6356322,2026-04-18,0:00:00,ANTIOQUIA
45786,6356325,2026-04-18,2:30:00,ANTIOQUIA
45788,6356328,2026-04-18,1:15:00,CUNDINAMARCA
45789,6356330,2026-04-18,2:35:00,ANTIOQUIA
45790,6356331,2026-04-19,0:00:00,ANTIOQUIA
45794,6356338,2026-04-18,1:30:00,ANTIOQUIA
45797,6356340,2026-04-18,2:30:00,CUNDINAMARCA
45801,6356348,2026-04-18,2:30:00,VALLE DEL CAUCA
45804,6356359,2026-04-18,2:45:00,CUNDINAMARCA
45807,6356362,2026-04-18,3:55:00,ANTIOQUIA
45808,6356363,2026-04-18,3:00:00,ANTIOQUIA
45809,6356365,2026-04-18,3:15:00,ANTIOQUIA
45810,6356364,2026-04-18,3:00:00,ANTIOQUIA
45812,6356370,2026-04-18,3:30:00,CUNDINAMARCA
45814,6356373,2026-04-18,3:15:00,ANTIOQUIA
45817,6356378,2026-04-18,6:00:00,CUNDINAMARCA
45818,6356379,2026-04-18,3:40:00,ANTIOQUIA
45819,6356374,2026-04-18,3:30:00,CUNDINAMARCA
45821,6356379,2026-04-18,3:40:00,ANTIOQUIA
45822,6356383,2026-04-18,3:40:00,CUNDINAMARCA
45823,6356384,2026-04-18,4:00:00,CUNDINAMARCA
45824,6356388,2026-04-18,4:00:00,ANTIOQUIA
45826,6356392,2026-04-18,4:15:00,VALLE DEL CAUCA
45829,6356394,2026-04-18,4:20:00,ANTIOQUIA
45830,6356396,2026-04-18,4:30:00,CUNDINAMARCA
45832,6356400,2026-04-19,1:30:00,CUNDINAMARCA
45834,6356402,2026-04-18,5:00:00,CUNDINAMARCA
45838,6356412,2026-04-18,8:00:00,ANTIOQUIA
45846,6356429,2026-04-18,11:45:00,CUNDINAMARCA
45852,6356443,2026-04-18,12:00:00,VALLE DEL CAUCA
45857,6356449,2026-04-18,11:30:00,CUNDINAMARCA
45878,6356504,2026-04-19,2:55:00,VALLE DEL CAUCA
45885,6356517,2026-04-18,13:00:00,CUNDINAMARCA
45887,6356526,2026-04-19,4:15:00,ANTIOQUIA
45888,6356521,2026-04-18,23:30:00,CUNDINAMARCA
45892,6356528,2026-04-19,0:45:00,CUNDINAMARCA
45895,6356533,2026-04-19,2:30:00,ANTIOQUIA
45905,6356558,2026-04-18,18:30:00,ANTIOQUIA
45909,6356567,2026-04-19,3:00:00,VALLE DEL CAUCA
45913,6356576,2026-04-18,13:55:00,CUNDINAMARCA
45923,6356595,2026-04-26,0:15:00,ANTIOQUIA
45933,6356614,2026-04-19,1:00:00,CUNDINAMARCA
45942,6356629,2026-04-18,22:00:00,ANTIOQUIA
45951,6356650,2026-04-18,15:15:00,ANTIOQUIA
45962,6356673,2026-04-19,3:15:00,ANTIOQUIA
45963,6356677,2026-04-19,3:10:00,VALLE DEL CAUCA
45966,6356680,2026-04-19,1:30:00,CUNDINAMARCA
45968,6356679,2026-04-19,1:30:00,CUNDINAMARCA
45973,6356695,2026-04-18,23:45:00,ANTIOQUIA
45981,6356708,2026-04-19,1:30:00,VALLE DEL CAUCA
45983,6356710,2026-04-19,3:00:00,VALLE DEL CAUCA
45984,6356711,2026-04-19,1:30:00,CUNDINAMARCA
45997,6356745,2026-04-18,22:30:00,CUNDINAMARCA
46007,6356763,2026-04-18,17:00:00,CUNDINAMARCA
46015,6356765,2026-04-19,2:00:00,CUNDINAMARCA
46023,6356789,2026-04-18,19:30:00,CUNDINAMARCA
46024,6356796,2026-04-18,17:30:00,ANTIOQUIA
46034,6356816,2026-04-19,1:30:00,VALLE DEL CAUCA
46036,6356809,2026-04-18,23:30:00,ANTIOQUIA
46038,6356820,2026-04-18,18:15:00,CUNDINAMARCA
46045,6356836,2026-04-19,1:10:00,CUNDINAMARCA
46047,6356837,2026-04-18,22:00:00,ANTIOQUIA
46049,6356838,2026-04-18,19:00:00,CUNDINAMARCA
46051,6356844,2026-04-18,22:00:00,CUNDINAMARCA
46052,6356847,2026-04-18,20:00:00,CUNDINAMARCA
46053,6356851,2026-04-19,23:30:00,ANTIOQUIA
46056,6356860,2026-04-19,0:00:00,CUNDINAMARCA
46057,6356861,2026-04-18,23:55:00,CUNDINAMARCA
46060,6356864,2026-04-19,1:10:00,CUNDINAMARCA
46061,6356887,2026-04-19,2:05:00,CUNDINAMARCA
46063,6356865,2026-04-18,23:00:00,CUNDINAMARCA
46065,6356876,2026-04-19,3:00:00,ANTIOQUIA
46066,6356877,2026-04-19,3:00:00,CUNDINAMARCA
46076,6356891,2026-04-18,19:45:00,CUNDINAMARCA
46077,6356677,2026-04-19,3:10:00,VALLE DEL CAUCA
46078,6356893,2026-04-18,23:30:00,CUNDINAMARCA
46080,6356896,2026-04-19,2:00:00,CUNDINAMARCA
46085,6356900,2026-04-18,2:00:00,ANTIOQUIA
46086,6356905,2026-04-19,3:00:00,ANTIOQUIA
46087,6356904,2026-04-18,21:00:00,CUNDINAMARCA
46090,6356913,2026-04-18,22:30:00,ANTIOQUIA
46091,6356911,2026-04-19,3:15:00,ANTIOQUIA
46093,6356917,2026-04-18,20:00:00,ANTIOQUIA
46096,6356925,2026-04-19,2:30:00,ANTIOQUIA
46097,6356923,2026-04-19,0:15:00,ANTIOQUIA
46099,6356927,2026-04-18,20:25:00,CUNDINAMARCA
46100,6356928,2026-04-18,20:15:00,CUNDINAMARCA
46102,6356932,2026-04-19,0:00:00,CUNDINAMARCA
46103,6356933,2026-04-19,3:00:00,ANTIOQUIA
46104,6356935,2026-04-18,23:00:00,ANTIOQUIA
46105,6356938,2026-04-19,1:00:00,CUNDINAMARCA
46106,6356940,2026-04-18,20:30:00,ANTIOQUIA
46110,6356944,2026-04-18,21:00:00,CUNDINAMARCA
46111,6356947,2026-04-18,21:00:00,ANTIOQUIA
46112,6356945,2026-04-19,3:00:00,ANTIOQUIA
46114,6356946,2026-04-19,0:00:00,CUNDINAMARCA
46115,6356952,2026-04-18,23:00:00,ANTIOQUIA
46117,6356953,2026-04-18,21:00:00,CUNDINAMARCA
46119,6356955,2026-04-18,23:00:00,ANTIOQUIA
46120,6356958,2026-04-18,21:00:00,ANTIOQUIA
46121,6356961,2026-04-18,22:00:00,CUNDINAMARCA
46122,6356963,2026-04-18,23:55:00,CUNDINAMARCA
46125,6356966,2026-04-18,21:10:00,CUNDINAMARCA
46127,6356970,2026-04-18,21:00:00,CUNDINAMARCA
46129,6356973,2026-04-19,2:35:00,CUNDINAMARCA
46130,6356975,2026-04-18,23:45:00,CUNDINAMARCA
46131,6356957,2026-04-18,22:00:00,VALLE DEL CAUCA
46132,6356977,2026-04-18,22:00:00,CUNDINAMARCA
46134,6356986,2026-04-18,21:00:00,CUNDINAMARCA
46139,6356996,2026-04-18,22:45:00,ANTIOQUIA
46142,6356927,2026-04-18,21:00:00,CUNDINAMARCA
46144,6356998,2026-04-18,21:30:00,CUNDINAMARCA
46147,6356989,2026-04-19,1:00:00,ANTIOQUIA
46148,6356993,2026-04-18,23:00:00,CUNDINAMARCA
46151,6356968,2026-04-19,1:00:00,CUNDINAMARCA
46152,6357005,2026-04-19,0:15:00,ANTIOQUIA
46154,6357007,2026-04-18,22:00:00,CUNDINAMARCA
46155,6356994,2026-04-18,22:00:00,CUNDINAMARCA
46161,6357016,2026-04-19,1:00:00,ANTIOQUIA
46163,6357028,2026-04-18,23:59:00,ANTIOQUIA
46167,6357033,2026-04-18,23:55:00,CUNDINAMARCA
46168,6357038,2026-04-18,23:30:00,CUNDINAMARCA
46169,6357031,2026-04-19,3:30:00,ANTIOQUIA
46170,6357036,2026-04-18,23:00:00,ANTIOQUIA
46171,6357040,2026-04-19,0:00:00,ANTIOQUIA
46173,6357030,2026-04-19,3:30:00,CUNDINAMARCA
46175,6357039,2026-04-19,3:15:00,CUNDINAMARCA
46177,6357044,2026-04-19,0:00:00,ANTIOQUIA
46178,6357050,2026-04-19,3:30:00,ANTIOQUIA
46179,6357045,2026-04-19,0:30:00,CUNDINAMARCA
46180,6357051,2026-04-19,2:30:00,ANTIOQUIA
46182,6357052,2026-04-19,4:00:00,CUNDINAMARCA
46184,6357054,2026-04-19,23:30:00,CUNDINAMARCA
46185,6357056,2026-04-19,4:05:00,ANTIOQUIA
46186,6357057,2026-04-19,1:00:00,CUNDINAMARCA
46187,6357063,2026-04-19,1:00:00,ANTIOQUIA
46188,6357059,2026-04-19,2:00:00,CUNDINAMARCA
46191,6357065,2026-04-19,2:00:00,CUNDINAMARCA
46193,6357067,2026-04-19,4:00:00,ANTIOQUIA
46194,6357069,2026-04-19,1:15:00,ANTIOQUIA
46195,6357070,2026-04-19,2:00:00,VALLE DEL CAUCA
46197,6357072,2026-04-19,2:00:00,ANTIOQUIA
46202,6357079,2026-04-19,2:30:00,CUNDINAMARCA
46203,6357077,2026-04-19,2:00:00,CUNDINAMARCA
46204,6357082,2026-04-19,1:00:00,CUNDINAMARCA
46205,6357080,2026-04-18,23:00:00,ANTIOQUIA
46206,6357089,2026-04-19,1:00:00,ANTIOQUIA
46208,6357088,2026-04-19,2:00:00,ANTIOQUIA
